F21H08.wav, neutral,neutral,angry,sad,happy 
F23A17.wav, sad,sad,angry,neutral,happy 
F03H04.wav, neutral,neutral,sad,angry,happy 
F21A17.wav, happy,happy,angry,neutral,sad 
F05N22.wav, sad,sad,angry,neutral,happy 
F09S18.wav, happy,happy,angry,neutral,sad 
M29A01.wav, happy,happy,angry,sad,neutral 
M12N77.wav, sad,sad,neutral,happy,angry 
M01N02.wav, sad,sad,happy,neutral,angry 
M27N49.wav, sad,sad,happy,neutral,angry 
F07S19.wav, sad,sad,angry,neutral,happy 
M08H04.wav, sad,sad,happy,angry,neutral 
F19N17.wav, sad,sad,neutral,angry,happy 
M02N06.wav, sad,sad,angry,neutral,happy 
M25A36.wav, happy,happy,neutral,sad,angry 
F07H01.wav, sad,sad,neutral,angry,happy 
M39H01.wav, angry,angry,neutral,sad,happy 
M53N24.wav, neutral,neutral,angry,happy,sad 
F01N09.wav, sad,sad,neutral,angry,happy 
M25A09.wav, sad,sad,happy,neutral,angry 
M27N06.wav, happy,happy,angry,neutral,sad 
F18N01.wav, angry,angry,neutral,happy,sad 
M56N03.wav, sad,sad,neutral,happy,angry 
M08N06.wav, happy,happy,angry,sad,neutral 
M40N19.wav, sad,sad,angry,neutral,happy 
M47N12.wav, happy,happy,angry,neutral,sad 
F24A41.wav, happy,happy,neutral,sad,angry 
F07N08.wav, neutral,neutral,angry,happy,sad 
M25A25.wav, happy,happy,angry,sad,neutral 
M53N16.wav, happy,happy,neutral,sad,angry 
M33A02.wav, sad,sad,happy,neutral,angry 
F07A22.wav, sad,sad,happy,neutral,angry 
M12N43.wav, angry,angry,neutral,sad,happy 
M14S01.wav, sad,sad,angry,neutral,happy 
F24A23.wav, sad,sad,angry,neutral,happy 
M04N05.wav, sad,sad,angry,neutral,happy 
M11N02.wav, happy,happy,angry,neutral,sad 
M12A44.wav, happy,happy,sad,neutral,angry 
M04N07.wav, sad,sad,angry,neutral,happy 
F09A12.wav, sad,sad,neutral,angry,happy 
M05N11.wav, sad,sad,neutral,angry,happy 
M53N13.wav, sad,sad,neutral,angry,happy 
M18A01.wav, sad,sad,angry,neutral,happy 
M03A18.wav, sad,sad,happy,neutral,angry 
F09N09.wav, sad,sad,happy,neutral,angry 
M04N19.wav, sad,sad,angry,neutral,happy 
M26A14.wav, happy,happy,neutral,angry,sad 
F06S08.wav, sad,sad,neutral,angry,happy 
M47N26.wav, neutral,neutral,sad,happy,angry 
M27N26.wav, happy,happy,sad,angry,neutral 
F28A21.wav, neutral,neutral,angry,happy,sad 
M28N08.wav, happy,happy,angry,neutral,sad 
F09S14.wav, happy,happy,sad,angry,neutral 
M51N18.wav, sad,sad,angry,neutral,happy 
M31S01.wav, sad,sad,angry,happy,neutral 
M02H03.wav, sad,sad,happy,neutral,angry 
F24A44.wav, sad,sad,angry,neutral,happy 
M16A13.wav, neutral,neutral,happy,sad,angry 
M37N02.wav, sad,sad,neutral,happy,angry 
M12N71.wav, sad,sad,angry,neutral,happy 
F24A53.wav, sad,sad,angry,neutral,happy 
F27A01.wav, neutral,neutral,happy,sad,angry 
F30S03.wav, sad,sad,happy,neutral,angry 
F13A01.wav, neutral,neutral,sad,angry,happy 
M53N04.wav, happy,happy,neutral,angry,sad 
M16A04.wav, sad,sad,neutral,angry,happy 
M43A12.wav, happy,happy,sad,neutral,angry 
F21H01.wav, sad,sad,happy,angry,neutral 
F21A20.wav, angry,angry,happy,sad,neutral 
M04N46.wav, sad,sad,neutral,happy,angry 
M12N34.wav, sad,sad,neutral,angry,happy 
M28A28.wav, sad,sad,neutral,angry,happy 
F05N11.wav, sad,sad,angry,neutral,happy 
F22S11.wav, sad,sad,angry,happy,neutral 
M12A47.wav, sad,sad,neutral,happy,angry 
F28N03.wav, sad,sad,neutral,angry,happy 
M38A02.wav, sad,sad,neutral,happy,angry 
M25N21.wav, angry,angry,neutral,sad,happy 
F15A01.wav, sad,sad,happy,neutral,angry 
M37S03.wav, happy,happy,sad,neutral,angry 
M12A39.wav, sad,sad,happy,neutral,angry 
F07S44.wav, sad,sad,happy,neutral,angry 
M12N02.wav, sad,sad,neutral,angry,happy 
F30H03.wav, sad,sad,angry,happy,neutral 
M41A01.wav, sad,sad,neutral,happy,angry 
M01H01.wav, neutral,neutral,angry,happy,sad 
F21H02.wav, happy,happy,sad,neutral,angry 
F19N03.wav, sad,sad,neutral,angry,happy 
M34S01.wav, neutral,neutral,angry,happy,sad 
M09A16.wav, sad,sad,neutral,angry,happy 
M44N17.wav, neutral,neutral,sad,angry,happy 
F07A36.wav, sad,sad,angry,happy,neutral 
F07S06.wav, neutral,neutral,angry,happy,sad 
M31A05.wav, sad,sad,neutral,angry,happy 
M12N17.wav, happy,happy,neutral,angry,sad 
M21N09.wav, happy,happy,angry,neutral,sad 
M02A24.wav, happy,happy,neutral,angry,sad 
M53S02.wav, sad,sad,angry,neutral,happy 
M53N03.wav, sad,sad,neutral,angry,happy 
M16H04.wav, sad,sad,neutral,angry,happy 
F31A02.wav, sad,sad,happy,neutral,angry 
M12N75.wav, sad,sad,neutral,happy,angry 
M53N25.wav, sad,sad,angry,neutral,happy 
M36S02.wav, sad,sad,angry,neutral,happy 
F09S15.wav, happy,happy,sad,neutral,angry 
F21N07.wav, sad,sad,happy,neutral,angry 
F22N04.wav, sad,sad,angry,happy,neutral 
M46N02.wav, sad,sad,angry,neutral,happy 
M03S19.wav, angry,angry,neutral,sad,happy 
F24A27.wav, sad,sad,neutral,angry,happy 
F22A08.wav, sad,sad,angry,happy,neutral 
F09S17.wav, sad,sad,neutral,angry,happy 
F07S47.wav, neutral,neutral,angry,sad,happy 
F24A64.wav, sad,sad,happy,angry,neutral 
M32H01.wav, neutral,neutral,angry,sad,happy 
M37N01.wav, happy,happy,sad,neutral,angry 
M42A11.wav, sad,sad,neutral,angry,happy 
F01N02.wav, happy,happy,angry,neutral,sad 
F19N07.wav, sad,sad,angry,neutral,happy 
M12A59.wav, sad,sad,angry,happy,neutral 
F05N30.wav, neutral,neutral,angry,sad,happy 
M28S17.wav, sad,sad,angry,happy,neutral 
F01N06.wav, angry,angry,neutral,happy,sad 
F13A17.wav, sad,sad,happy,neutral,angry 
M47N06.wav, sad,sad,angry,neutral,happy 
M44H01.wav, sad,sad,angry,neutral,happy 
M15N03.wav, sad,sad,neutral,happy,angry 
F21N09.wav, happy,happy,sad,angry,neutral 
M04N11.wav, angry,angry,neutral,sad,happy 
M03S08.wav, sad,sad,angry,happy,neutral 
M31N03.wav, neutral,neutral,sad,angry,happy 
M12N21.wav, neutral,neutral,happy,angry,sad 
F01S04.wav, happy,happy,sad,neutral,angry 
M48A03.wav, sad,sad,angry,neutral,happy 
M19N02.wav, happy,happy,angry,sad,neutral 
F03H02.wav, angry,angry,neutral,happy,sad 
F24N14.wav, sad,sad,happy,neutral,angry 
F07S10.wav, happy,happy,sad,neutral,angry 
F03S09.wav, sad,sad,angry,happy,neutral 
M47N04.wav, neutral,neutral,sad,happy,angry 
M22N30.wav, sad,sad,neutral,angry,happy 
M47N14.wav, sad,sad,neutral,happy,angry 
F24H24.wav, happy,happy,neutral,sad,angry 
M28S09.wav, sad,sad,happy,neutral,angry 
M43N02.wav, neutral,neutral,happy,angry,sad 
M12A61.wav, sad,sad,neutral,happy,angry 
M25A04.wav, sad,sad,happy,neutral,angry 
M25A13.wav, sad,sad,happy,neutral,angry 
M51N23.wav, happy,happy,sad,neutral,angry 
M05N10.wav, sad,sad,neutral,angry,happy 
M28S19.wav, angry,angry,neutral,sad,happy 
M06N05.wav, sad,sad,neutral,angry,happy 
M04N10.wav, sad,sad,neutral,angry,happy 
M04A01.wav, happy,happy,sad,neutral,angry 
M16H09.wav, sad,sad,neutral,happy,angry 
M43A01.wav, sad,sad,neutral,happy,angry 
M21N05.wav, happy,happy,angry,neutral,sad 
M29A18.wav, sad,sad,neutral,angry,happy 
M43A09.wav, sad,sad,angry,neutral,happy 
M02N11.wav, happy,happy,sad,angry,neutral 
M27N29.wav, sad,sad,neutral,angry,happy 
F07A47.wav, happy,happy,neutral,angry,sad 
M09A04.wav, happy,happy,sad,neutral,angry 
M44N16.wav, angry,angry,sad,neutral,happy 
F21H11.wav, neutral,neutral,sad,angry,happy 
F07A30.wav, happy,happy,sad,neutral,angry 
M05N09.wav, sad,sad,neutral,angry,happy 
M41H05.wav, happy,happy,neutral,sad,angry 
M53S01.wav, sad,sad,angry,happy,neutral 
M27N13.wav, neutral,neutral,angry,sad,happy 
M25N12.wav, sad,sad,neutral,angry,happy 
M25S02.wav, sad,sad,happy,angry,neutral 
F07S32.wav, sad,sad,angry,neutral,happy 
M10N01.wav, happy,happy,angry,neutral,sad 
F24A04.wav, neutral,neutral,sad,angry,happy 
M53A24.wav, sad,sad,neutral,angry,happy 
F25A03.wav, happy,happy,angry,neutral,sad 
M03S02.wav, sad,sad,happy,neutral,angry 
F09S19.wav, angry,angry,neutral,happy,sad 
F24A30.wav, sad,sad,angry,neutral,happy 
F24A58.wav, happy,happy,angry,sad,neutral 
F21N25.wav, sad,sad,neutral,happy,angry 
F09A08.wav, sad,sad,neutral,happy,angry 
F19N26.wav, sad,sad,angry,neutral,happy 
M29N03.wav, happy,happy,sad,neutral,angry 
M40N03.wav, sad,sad,angry,neutral,happy 
F23A10.wav, sad,sad,neutral,angry,happy 
M12S06.wav, happy,happy,neutral,sad,angry 
F09N05.wav, happy,happy,angry,sad,neutral 
M05A01.wav, sad,sad,happy,neutral,angry 
M28N24.wav, sad,sad,neutral,angry,happy 
M25A15.wav, happy,happy,angry,neutral,sad 
F28A17.wav, angry,angry,happy,sad,neutral 
M05N15.wav, sad,sad,neutral,angry,happy 
M25N02.wav, sad,sad,neutral,happy,angry 
M47N09.wav, sad,sad,angry,neutral,happy 
M36S06.wav, sad,sad,happy,neutral,angry 
F19N37.wav, neutral,neutral,angry,sad,happy 
M37N06.wav, sad,sad,neutral,happy,angry 
M22N15.wav, sad,sad,neutral,angry,happy 
F12N05.wav, sad,sad,happy,neutral,angry 
M04S03.wav, sad,sad,angry,happy,neutral 
F28A01.wav, neutral,neutral,angry,sad,happy 
F25A06.wav, happy,happy,neutral,sad,angry 
F24A19.wav, sad,sad,happy,angry,neutral 
M19A03.wav, sad,sad,angry,neutral,happy 
F06S02.wav, neutral,neutral,angry,sad,happy 
M25S12.wav, neutral,neutral,angry,sad,happy 
M28S14.wav, sad,sad,angry,neutral,happy 
M49N01.wav, neutral,neutral,angry,happy,sad 
F24A51.wav, sad,sad,neutral,angry,happy 
F09N03.wav, sad,sad,happy,neutral,angry 
M27N04.wav, neutral,neutral,sad,angry,happy 
M02A09.wav, sad,sad,neutral,happy,angry 
F05N35.wav, neutral,neutral,sad,angry,happy 
M28S20.wav, sad,sad,angry,happy,neutral 
M16H01.wav, neutral,neutral,happy,sad,angry 
F13A16.wav, happy,happy,neutral,sad,angry 
F10A29.wav, neutral,neutral,happy,sad,angry 
F28S01.wav, sad,sad,neutral,angry,happy 
M17N05.wav, sad,sad,angry,neutral,happy 
M28N14.wav, sad,sad,happy,neutral,angry 
M25A21.wav, sad,sad,happy,neutral,angry 
M49N05.wav, sad,sad,neutral,angry,happy 
M26A09.wav, happy,happy,angry,neutral,sad 
M04S09.wav, sad,sad,angry,happy,neutral 
M12A42.wav, sad,sad,happy,neutral,angry 
M02H04.wav, sad,sad,neutral,angry,happy 
M15A11.wav, sad,sad,neutral,happy,angry 
M13H03.wav, sad,sad,happy,neutral,angry 
F02S06.wav, neutral,neutral,sad,happy,angry 
M16A17.wav, happy,happy,angry,neutral,sad 
F05N31.wav, sad,sad,angry,neutral,happy 
M26A24.wav, happy,happy,neutral,angry,sad 
M12N11.wav, neutral,neutral,angry,sad,happy 
F30A04.wav, happy,happy,angry,sad,neutral 
M27N31.wav, neutral,neutral,sad,angry,happy 
M20A02.wav, sad,sad,neutral,angry,happy 
M46A04.wav, sad,sad,angry,neutral,happy 
F19N23.wav, sad,sad,angry,neutral,happy 
F11N09.wav, neutral,neutral,sad,angry,happy 
M12A41.wav, happy,happy,sad,angry,neutral 
F02A02.wav, neutral,neutral,happy,sad,angry 
M04N82.wav, sad,sad,neutral,happy,angry 
M11N05.wav, sad,sad,angry,neutral,happy 
M36S05.wav, happy,happy,angry,sad,neutral 
F17S03.wav, neutral,neutral,happy,angry,sad 
F10A22.wav, happy,happy,neutral,sad,angry 
M12A58.wav, happy,happy,sad,neutral,angry 
M12A22.wav, sad,sad,happy,neutral,angry 
F24S20.wav, happy,happy,angry,neutral,sad 
F05S04.wav, angry,angry,neutral,sad,happy 
M53N02.wav, angry,angry,sad,neutral,happy 
F12A12.wav, sad,sad,neutral,happy,angry 
M28N04.wav, happy,happy,angry,neutral,sad 
F24H09.wav, sad,sad,neutral,angry,happy 
M12A19.wav, sad,sad,happy,neutral,angry 
F05N02.wav, sad,sad,angry,neutral,happy 
F24H08.wav, sad,sad,angry,neutral,happy 
M03S20.wav, happy,happy,angry,neutral,sad 
M22N07.wav, sad,sad,neutral,angry,happy 
M47A09.wav, happy,happy,angry,neutral,sad 
M52S02.wav, sad,sad,angry,neutral,happy 
M30N02.wav, sad,sad,neutral,angry,happy 
F02S04.wav, neutral,neutral,sad,happy,angry 
F23N08.wav, happy,happy,angry,neutral,sad 
M40N13.wav, angry,angry,neutral,sad,happy 
M05A02.wav, sad,sad,happy,neutral,angry 
M53A01.wav, sad,sad,happy,neutral,angry 
M54N02.wav, happy,happy,neutral,sad,angry 
M07N03.wav, neutral,neutral,sad,angry,happy 
F10A27.wav, sad,sad,neutral,happy,angry 
M37N17.wav, sad,sad,happy,neutral,angry 
M25A45.wav, sad,sad,angry,neutral,happy 
F21N21.wav, sad,sad,happy,neutral,angry 
M37N15.wav, happy,happy,sad,angry,neutral 
F21N16.wav, sad,sad,happy,angry,neutral 
F13A10.wav, sad,sad,neutral,angry,happy 
F04A13.wav, neutral,neutral,angry,happy,sad 
F21S42.wav, sad,sad,neutral,happy,angry 
F10A17.wav, neutral,neutral,sad,angry,happy 
M53N05.wav, sad,sad,angry,neutral,happy 
M05N01.wav, happy,happy,angry,neutral,sad 
M48N05.wav, sad,sad,happy,angry,neutral 
M20N02.wav, sad,sad,neutral,angry,happy 
F19N30.wav, sad,sad,neutral,happy,angry 
F21S27.wav, sad,sad,angry,neutral,happy 
M05N06.wav, sad,sad,angry,happy,neutral 
M05N18.wav, sad,sad,neutral,happy,angry 
M12N52.wav, sad,sad,angry,neutral,happy 
M27N39.wav, happy,happy,angry,sad,neutral 
F19N02.wav, sad,sad,angry,neutral,happy 
F07H12.wav, sad,sad,neutral,angry,happy 
M28N17.wav, happy,happy,angry,sad,neutral 
F01H03.wav, neutral,neutral,angry,happy,sad 
F10A03.wav, neutral,neutral,sad,angry,happy 
M53N08.wav, neutral,neutral,sad,angry,happy 
M29A13.wav, happy,happy,sad,neutral,angry 
F15A04.wav, sad,sad,happy,neutral,angry 
M47A01.wav, sad,sad,neutral,angry,happy 
M12N36.wav, neutral,neutral,happy,angry,sad 
M05N19.wav, angry,angry,happy,neutral,sad 
F30S04.wav, angry,angry,neutral,sad,happy 
F24A08.wav, angry,angry,happy,neutral,sad 
M20S02.wav, happy,happy,angry,neutral,sad 
F19S03.wav, happy,happy,sad,neutral,angry 
F06N01.wav, neutral,neutral,sad,happy,angry 
M18N03.wav, sad,sad,neutral,happy,angry 
F24N12.wav, sad,sad,happy,neutral,angry 
F05N19.wav, sad,sad,angry,neutral,happy 
M18N09.wav, angry,angry,sad,neutral,happy 
M04N72.wav, neutral,neutral,sad,angry,happy 
M12N48.wav, sad,sad,angry,neutral,happy 
F22S07.wav, sad,sad,angry,happy,neutral 
M12A67.wav, happy,happy,sad,neutral,angry 
M50A04.wav, sad,sad,neutral,happy,angry 
M04N47.wav, sad,sad,neutral,angry,happy 
F07A55.wav, sad,sad,neutral,happy,angry 
M02A01.wav, sad,sad,angry,neutral,happy 
M53N19.wav, sad,sad,neutral,angry,happy 
M25A53.wav, sad,sad,neutral,happy,angry 
M02A13.wav, angry,angry,neutral,sad,happy 
M26A35.wav, happy,happy,sad,neutral,angry 
F21A48.wav, neutral,neutral,angry,happy,sad 
M04N08.wav, sad,sad,neutral,angry,happy 
F03A03.wav, happy,happy,angry,neutral,sad 
M46N03.wav, sad,sad,neutral,angry,happy 
F14N03.wav, angry,angry,happy,neutral,sad 
M28A35.wav, sad,sad,happy,neutral,angry 
M08H02.wav, neutral,neutral,sad,happy,angry 
F04A02.wav, neutral,neutral,angry,sad,happy 
F10A19.wav, sad,sad,happy,neutral,angry 
M54N01.wav, happy,happy,angry,neutral,sad 
M12N72.wav, sad,sad,angry,neutral,happy 
M27N48.wav, sad,sad,angry,neutral,happy 
M05S05.wav, sad,sad,angry,happy,neutral 
F11S01.wav, neutral,neutral,angry,happy,sad 
M08N07.wav, happy,happy,angry,sad,neutral 
M40N39.wav, sad,sad,angry,neutral,happy 
M48N04.wav, sad,sad,neutral,angry,happy 
M07N04.wav, neutral,neutral,happy,sad,angry 
F23N02.wav, sad,sad,neutral,happy,angry 
F12N12.wav, sad,sad,happy,neutral,angry 
M27N45.wav, sad,sad,neutral,angry,happy 
F01N08.wav, happy,happy,neutral,sad,angry 
M40N53.wav, sad,sad,angry,neutral,happy 
F07A28.wav, happy,happy,angry,neutral,sad 
M08N11.wav, happy,happy,sad,angry,neutral 
M44N09.wav, sad,sad,angry,neutral,happy 
M05H02.wav, sad,sad,happy,neutral,angry 
M21A02.wav, sad,sad,happy,neutral,angry 
M27N38.wav, sad,sad,angry,neutral,happy 
F07N03.wav, sad,sad,happy,neutral,angry 
M21N04.wav, sad,sad,happy,neutral,angry 
M15A10.wav, happy,happy,neutral,sad,angry 
F02H04.wav, angry,angry,sad,happy,neutral 
F03N06.wav, neutral,neutral,sad,happy,angry 
F01S09.wav, neutral,neutral,happy,sad,angry 
M42A01.wav, happy,happy,sad,neutral,angry 
F21A16.wav, happy,happy,sad,neutral,angry 
M26A19.wav, happy,happy,neutral,angry,sad 
M12A57.wav, sad,sad,neutral,happy,angry 
F13A03.wav, sad,sad,neutral,happy,angry 
M40N30.wav, angry,angry,neutral,sad,happy 
M53N22.wav, neutral,neutral,angry,sad,happy 
F05N29.wav, angry,angry,sad,neutral,happy 
F24A39.wav, happy,happy,neutral,sad,angry 
F19N31.wav, sad,sad,neutral,angry,happy 
M25H01.wav, sad,sad,happy,neutral,angry 
F07A14.wav, sad,sad,neutral,happy,angry 
F19N13.wav, sad,sad,neutral,angry,happy 
M12A20.wav, sad,sad,happy,neutral,angry 
M47N08.wav, happy,happy,sad,angry,neutral 
M29S02.wav, happy,happy,angry,sad,neutral 
F21N13.wav, happy,happy,neutral,sad,angry 
M26A20.wav, sad,sad,happy,neutral,angry 
M34H06.wav, sad,sad,neutral,angry,happy 
M53N12.wav, sad,sad,neutral,happy,angry 
M28A03.wav, sad,sad,neutral,angry,happy 
M34H01.wav, neutral,neutral,happy,angry,sad 
M04N29.wav, sad,sad,angry,neutral,happy 
M04N58.wav, neutral,neutral,sad,angry,happy 
F27H01.wav, neutral,neutral,happy,sad,angry 
M27N10.wav, sad,sad,neutral,angry,happy 
F23A03.wav, happy,happy,sad,angry,neutral 
M21A01.wav, happy,happy,neutral,sad,angry 
M43A13.wav, happy,happy,neutral,sad,angry 
F10A38.wav, sad,sad,happy,angry,neutral 
F09H02.wav, happy,happy,neutral,angry,sad 
M25A34.wav, sad,sad,happy,neutral,angry 
F10A58.wav, neutral,neutral,happy,angry,sad 
M28A31.wav, sad,sad,neutral,happy,angry 
F14N07.wav, happy,happy,sad,neutral,angry 
M25A67.wav, sad,sad,happy,neutral,angry 
M20A05.wav, sad,sad,neutral,happy,angry 
M05N03.wav, sad,sad,happy,neutral,angry 
M29A08.wav, sad,sad,angry,happy,neutral 
F31A01.wav, sad,sad,happy,neutral,angry 
M25A23.wav, sad,sad,happy,neutral,angry 
M40N52.wav, sad,sad,neutral,angry,happy 
F21S05.wav, sad,sad,happy,angry,neutral 
F07S20.wav, sad,sad,angry,happy,neutral 
M28A20.wav, happy,happy,sad,neutral,angry 
F31A05.wav, sad,sad,happy,neutral,angry 
F12N01.wav, sad,sad,neutral,happy,angry 
M09A12.wav, sad,sad,neutral,angry,happy 
M47N07.wav, neutral,neutral,happy,angry,sad 
M55N06.wav, neutral,neutral,angry,sad,happy 
F07H09.wav, neutral,neutral,angry,sad,happy 
M31A03.wav, sad,sad,neutral,angry,happy 
F09A01.wav, sad,sad,neutral,happy,angry 
F13A12.wav, sad,sad,neutral,angry,happy 
F25A01.wav, happy,happy,neutral,angry,sad 
M04N35.wav, sad,sad,neutral,angry,happy 
M51N22.wav, sad,sad,neutral,angry,happy 
F23A15.wav, sad,sad,angry,neutral,happy 
M02A02.wav, angry,angry,sad,neutral,happy 
M21N01.wav, happy,happy,sad,neutral,angry 
F02S09.wav, sad,sad,angry,happy,neutral 
M18N11.wav, sad,sad,angry,neutral,happy 
M26N08.wav, happy,happy,neutral,angry,sad 
F30H04.wav, sad,sad,angry,neutral,happy 
M44N23.wav, sad,sad,neutral,angry,happy 
F06H02.wav, neutral,neutral,sad,angry,happy 
M25A08.wav, sad,sad,happy,neutral,angry 
F24A28.wav, sad,sad,neutral,happy,angry 
M37N14.wav, sad,sad,happy,neutral,angry 
F07A29.wav, happy,happy,sad,angry,neutral 
F24A37.wav, sad,sad,happy,neutral,angry 
M12A07.wav, sad,sad,angry,neutral,happy 
F22N01.wav, sad,sad,neutral,angry,happy 
M12A26.wav, happy,happy,angry,neutral,sad 
M21N06.wav, neutral,neutral,happy,sad,angry 
F24N05.wav, neutral,neutral,sad,angry,happy 
F09N07.wav, neutral,neutral,angry,sad,happy 
F26S01.wav, sad,sad,angry,neutral,happy 
M03A44.wav, sad,sad,angry,neutral,happy 
M09A15.wav, sad,sad,neutral,angry,happy 
F01A07.wav, sad,sad,neutral,happy,angry 
M22A06.wav, angry,angry,neutral,sad,happy 
M25A70.wav, neutral,neutral,sad,angry,happy 
M04N55.wav, sad,sad,angry,neutral,happy 
M03S16.wav, sad,sad,neutral,angry,happy 
M29A11.wav, sad,sad,neutral,angry,happy 
M23A02.wav, sad,sad,neutral,happy,angry 
F10A46.wav, sad,sad,neutral,angry,happy 
M25A51.wav, sad,sad,neutral,happy,angry 
M55H01.wav, happy,happy,angry,neutral,sad 
M21A04.wav, angry,angry,happy,neutral,sad 
M27N50.wav, sad,sad,neutral,angry,happy 
M02N17.wav, sad,sad,neutral,angry,happy 
F08N01.wav, neutral,neutral,sad,angry,happy 
M32S01.wav, neutral,neutral,angry,sad,happy 
M03A36.wav, sad,sad,neutral,happy,angry 
F22N03.wav, happy,happy,angry,sad,neutral 
M46N09.wav, sad,sad,neutral,happy,angry 
F07A37.wav, sad,sad,angry,neutral,happy 
M40N36.wav, sad,sad,angry,neutral,happy 
F01S16.wav, sad,sad,neutral,angry,happy 
M40A02.wav, happy,happy,sad,neutral,angry 
M26N02.wav, neutral,neutral,sad,angry,happy 
M27A01.wav, happy,happy,sad,angry,neutral 
M12N87.wav, happy,happy,neutral,angry,sad 
M20N06.wav, sad,sad,neutral,angry,happy 
M24A02.wav, angry,angry,neutral,sad,happy 
M25A31.wav, sad,sad,happy,angry,neutral 
F07H10.wav, sad,sad,happy,neutral,angry 
M32S02.wav, angry,angry,sad,neutral,happy 
M25A64.wav, happy,happy,angry,sad,neutral 
F30H05.wav, neutral,neutral,angry,sad,happy 
M26A06.wav, sad,sad,angry,neutral,happy 
M37S02.wav, sad,sad,neutral,happy,angry 
F05N01.wav, neutral,neutral,angry,happy,sad 
M28A34.wav, happy,happy,neutral,sad,angry 
F04A03.wav, sad,sad,angry,neutral,happy 
F03A01.wav, sad,sad,angry,happy,neutral 
F22A07.wav, sad,sad,angry,neutral,happy 
M34A03.wav, sad,sad,neutral,happy,angry 
M03A22.wav, happy,happy,sad,angry,neutral 
F26N02.wav, sad,sad,neutral,happy,angry 
M44H03.wav, angry,angry,sad,neutral,happy 
M27N60.wav, sad,sad,angry,neutral,happy 
F24A61.wav, happy,happy,angry,neutral,sad 
F21A31.wav, sad,sad,happy,neutral,angry 
M26A28.wav, neutral,neutral,sad,happy,angry 
F24A54.wav, happy,happy,angry,neutral,sad 
F21S09.wav, sad,sad,happy,angry,neutral 
M04N79.wav, sad,sad,neutral,angry,happy 
M43N01.wav, happy,happy,neutral,sad,angry 
F07A61.wav, sad,sad,happy,neutral,angry 
M26A30.wav, happy,happy,sad,neutral,angry 
M29A04.wav, happy,happy,angry,sad,neutral 
F18S02.wav, happy,happy,neutral,angry,sad 
M25S03.wav, sad,sad,angry,neutral,happy 
F21A57.wav, sad,sad,angry,neutral,happy 
M26N06.wav, sad,sad,happy,neutral,angry 
M51N16.wav, neutral,neutral,sad,angry,happy 
M25A06.wav, happy,happy,angry,neutral,sad 
M05S02.wav, sad,sad,happy,neutral,angry 
M18N04.wav, sad,sad,neutral,angry,happy 
F09A02.wav, neutral,neutral,angry,happy,sad 
M34N01.wav, neutral,neutral,angry,happy,sad 
F11A01.wav, angry,angry,sad,neutral,happy 
M42A13.wav, sad,sad,happy,neutral,angry 
M12A35.wav, happy,happy,sad,neutral,angry 
M12S08.wav, sad,sad,neutral,angry,happy 
M16A02.wav, neutral,neutral,sad,happy,angry 
M25A35.wav, sad,sad,neutral,happy,angry 
F29N04.wav, sad,sad,angry,neutral,happy 
M48N02.wav, angry,angry,happy,sad,neutral 
F21A43.wav, angry,angry,happy,neutral,sad 
F21A27.wav, sad,sad,neutral,happy,angry 
M04N22.wav, sad,sad,neutral,angry,happy 
M19N04.wav, neutral,neutral,angry,sad,happy 
M26A25.wav, happy,happy,angry,neutral,sad 
M12S03.wav, sad,sad,angry,happy,neutral 
